Date,Close,High,Low,Open,Volume
,SPY,SPY,SPY,SPY,SPY
2019-04-09,261.78594970703125,262.4875344305735,261.2301542389894,262.1595294605404,66142300
2019-04-10,262.6788024902344,262.76992421743466,261.78585405398695,262.2049806313717,52601500
2019-04-11,262.60589599609375,263.17993229475786,262.03185969742964,263.1708117800339,55093100
2019-04-12,264.38262939453125,264.66508724059037,262.65142807165336,264.23684021488094,69727800
2019-04-15,264.20953369140625,264.55577955292875,263.3985865097934,264.45553731627695,49596700
2019-04-16,264.38262939453125,265.1571222461048,263.78125945588977,265.1024547795413,52153200
2019-04-17,263.73577880859375,265.5398612716412,263.31662438430305,265.5125275314875,58268300
2019-04-18,264.2552185058594,264.52858381588146,263.01605141443184,264.32812704444933,68708500
2019-04-22,264.48284912109375,264.63775881709375,263.3894719614427,263.48059367635784,40160100
2019-04-23,266.8611145019531,267.09802550536506,264.6196639064094,264.85654710336553,52246600
2019-04-24,266.26885986328125,267.1162337816057,266.12307061822725,266.77910831774255,50392900
2019-04-25,266.1047058105469,266.76986371801104,264.9019937595645,266.16849378929874,57770900
2019-04-26,267.34393310546875,267.4168137999175,265.3667001637785,266.1503136129434,50916400
2019-04-29,267.7630920410156,268.2915814138462,267.34396543275113,267.43508716666497,57197700
2019-04-30,267.89971923828125,268.1912976190573,265.986302154745,267.41680471044054,81111700
2019-05-01,265.8860778808594,268.74713879839646,265.87695736633003,268.537561609349,71671900
2019-05-02,265.3119812011719,266.6969643849219,263.79944987527875,265.7675619207864,65030200
2019-05-03,267.90887451171875,268.1913324152287,265.42139305136345,266.80637663652027,56543700
2019-05-06,266.8064270019531,267.2528874227901,263.23466021589655,263.553572433546,107198100
2019-05-07,262.3507995605469,264.97494988515353,260.41914107339204,264.373579785227,144729900
2019-05-08,261.9862976074219,263.7174991117168,261.3849276057613,261.9862976074219,91568300
2019-05-09,261.1935729980469,261.80403566432665,258.1320557337639,259.890618656399,103471100
2019-05-10,262.5056457519531,263.2710181102863,257.22089212568557,260.24595511798594,112429300
2019-05-13,255.9088592529297,258.3052189499072,255.06148555362947,257.33029707318724,127290500
2019-05-14,258.22320556640625,259.7721914910918,256.8109161341228,256.93846430553225,77003200
2019-05-15,259.7356872558594,260.3826041158534,256.3643786833516,256.57395583245,73956400
2019-05-16,262.1412048339844,263.5170399489043,260.3735490960863,260.4464297896372,76749600
2019-05-17,260.44647216796875,262.9612875045756,259.7904345934822,259.8086756246721,100353000
2019-05-20,258.72442626953125,260.55584273513585,257.968146339502,258.8246407289704,62877600
2019-05-21,261.056884765625,261.4395570159589,260.18214972340706,260.43727382577686,46847100
2019-05-22,260.25506591796875,261.2208948917066,259.7721514310998,260.09106352011344,49482500
2019-05-23,257.07525634765625,258.0501785407948,255.64472535458123,258.0046315640297,98733800
2019-05-24,257.6582946777344,258.9521564776811,257.029590903975,258.53300209087666,55268100
2019-05-28,255.26194763183594,258.9065944737867,255.2437344079477,257.94076528518565,70029400
2019-05-29,253.54891967773438,254.5420824507105,252.12750985526907,254.13207642871726,104972900
2019-05-30,254.24142456054688,255.16170669062592,253.12980627694253,254.31430525497936,62523800
2019-05-31,250.81552124023438,252.5011762831742,250.78818749603337,251.66292292337374,86862800
2019-06-03,250.17771911621094,251.98180180679265,248.82918955016373,250.85196999600788,96428000
2019-06-04,255.60818481445312,255.74485350507607,252.0455393111609,252.50112015086913,77231900
2019-06-05,257.8223571777344,257.84969092181245,255.41690427950005,257.24832074564046,71169700
2019-06-06,259.4988708496094,260.1822422031176,257.46699782130725,258.1230354329332,69430400
2019-06-07,262.0955810546875,263.1889858985887,260.35525937813884,260.5283822751972,74272200
2019-06-10,263.29833984375,264.98399418052816,263.20721813243506,263.6627988825674,60799100
2019-06-11,263.234619140625,265.5125234734557,262.5785815805118,265.13894382609755,58641300
2019-06-12,262.7698974609375,263.5626035746133,262.2505286945829,262.99768785251996,47096300
2019-06-13,263.85418701171875,264.21867392881086,262.9794795848827,263.69018458289594,48945200
2019-06-14,263.5626220703125,264.1730847909843,262.7881291232927,263.5626220703125,52324700
2019-06-17,263.6628723144531,264.43736536666813,263.48974935667155,263.79954101626754,39205700
2019-06-18,266.4236755371094,267.4897469610203,265.1389342032469,265.5034211284307,85434800
2019-06-19,267.0250244140625,267.56260643768195,265.5762807626584,266.56032308582957,78674400
2019-06-20,269.5762939453125,269.986327843129,267.08884023833616,269.74032418830853,116570000
2019-06-21,269.1844177246094,270.57610941710277,268.96468428413374,269.3034493187632,83309500
2019-06-24,268.8548278808594,269.71545986964406,268.6991647267566,269.39502457055045,47582700
2019-06-25,266.2179260253906,268.937239337788,266.1080592962741,268.9097726555089,82028700
2019-06-26,265.95233154296875,267.63701951086915,265.8424648405359,267.12428960505963,51584900
2019-06-27,266.8954162597656,267.40814621347175,266.33691782299843,266.72145131743457,40355200
2019-06-28,268.2688293457031,268.772394469847,267.3624009455684,267.8842678761885,59350900
2019-07-01,270.7042541503906,271.85791037578775,269.4864997032085,271.63814903562235,78705600
2019-07-02,271.4093017578125,271.46423511775396,269.8070135622463,270.65850858302764,61504500
2019-07-03,273.5793151855469,273.5976449374661,271.94955994135137,272.0960582482301,40898900
2019-07-05,273.2679443359375,273.43277235105023,271.02475771426157,272.3340493115074,51677300
2019-07-08,271.7663879394531,273.08484441970484,271.21702641573364,271.9403528876591,45841800
2019-07-09,272.1051940917969,272.4073276075827,270.53953726297715,270.5944706294836,41101300
2019-07-10,273.40533447265625,274.36672431720376,272.6454042374669,273.18560099581947,58448500
2019-07-11,274.04620361328125,274.2934037229254,273.02990855416783,274.05536848679355,50826100
2019-07-12,275.2731018066406,275.3463649131299,274.2293400435186,274.5406383918774,40326000
2019-07-15,275.3646545410156,275.71258442723195,274.851924585019,275.71258442723195,33900000
2019-07-16,274.47650146484375,275.4836594744254,274.1652031603702,275.2730630000679,36650100
2019-07-17,272.60870361328125,274.61385490650093,272.60870361328125,274.44905484062474,36036300
2019-07-18,273.60675048828125,273.9913119924396,271.6565601095316,272.10519191297317,51392600
2019-07-19,272.08685302734375,274.7420678116067,271.9128880779418,274.71460113231626,58678600
2019-07-22,272.7552490234375,273.3046106130079,271.9678521670165,272.48971913250176,43638100
2019-07-23,274.7054748535156,274.7054748535156,273.0482531062231,273.89061129229,44564500
2019-07-24,275.9963684082031,275.9963684082031,273.8447191743444,273.9362840667456,47213200
2019-07-25,274.67803955078125,275.59363301595056,273.863147954767,275.538699643376,55394100
2019-07-26,276.518310546875,276.7197421680133,275.2456225902088,275.3738190498818,45084100
2019-07-29,276.0147399902344,276.51833305491505,275.45624150625076,276.3993014588689,38126500
2019-07-30,275.33721923828125,275.74924740137084,274.2110294164092,274.59559089807215,45849000
2019-07-31,272.32489013671875,275.7766945274753,270.28313509817644,275.5843998294343,104245200
2019-08-01,269.95355224609375,275.47457928017803,269.14782559075593,272.48059894843635,142646600
2019-08-02,267.9208679199219,269.29425766971985,266.3460465558194,269.04705757376314,116749700
2019-08-05,259.8636169433594,263.8830557606725,257.9408660181954,263.7731890692371,178745400
2019-08-06,263.50775146484375,263.7275128662847,260.2848729745192,261.7772945859322,120711700
2019-08-07,263.66339111328125,264.4416509694117,258.233929809862,260.39471648254647,140572300
2019-08-08,268.83642578125,268.83642578125,264.6155552498567,265.1740535960866,87713900
2019-08-09,267.00537109375,268.488628088048,265.2016507871997,267.884333027094,93730000
2019-08-12,263.7549743652344,266.9961545996095,262.7935846143409,265.4854312101376,65527600
2019-08-13,267.8567810058594,269.3217357225238,263.1048500355138,263.4527799241614,94299800
2019-08-14,259.9369201660156,264.36838817846234,259.8087516396684,263.7549563434008,135622100
2019-08-15,260.6236877441406,261.530144321867,258.5544654062494,260.83428431102584,99556600
2019-08-16,264.4691467285156,264.9086136571442,260.6785768189431,262.2991949433365,83018300
2019-08-19,267.65533447265625,268.3420293383055,266.84047109509567,267.5271659607449,53571800
2019-08-20,265.6043701171875,267.68275616896636,265.47620162681324,267.1425596517643,51596400
2019-08-21,267.7652587890625,268.1406274351895,267.0968656534362,267.7927254690642,49524700
2019-08-22,267.68280029296875,269.12028824646546,265.88824554015366,268.47938980558854,51666400
2019-08-23,260.8067321777344,268.0490778418555,259.5432090737719,266.3643896838013,149161500
2019-08-26,263.6908264160156,263.6908264160156,261.4750787052617,263.02243335949606,72423800
2019-08-27,262.65631103515625,265.4763547501259,261.8872158242637,265.10095805045864,66668900
2019-08-28,264.5057678222656,264.67056791398164,261.1729947229914,261.98788619040505,59696700
2019-08-29,267.88427734375,268.4153371089108,266.08055741212706,267.0968805121057,57899400
2019-08-30,267.7652587890625,269.4041505986451,266.8221988534192,269.38584879254023,62901200
2019-09-03,266.1996154785156,266.9687105795012,264.85369206636767,266.04398024827077,69101400
2019-09-04,269.22113037109375,269.23943218274985,267.6371434993803,268.3971017794146,46887300
2019-09-05,272.6820373535156,273.60676770160933,269.1844638048744,271.738977254452,83258100
2019-09-06,272.8926086425781,273.54270009115186,272.315808256912,273.00250332439884,49584300
2019-09-09,273.0298767089844,273.9820734258262,272.0776520504583,273.8905364681299,51260300
2019-09-10,272.9658508300781,273.0299490708011,270.9881658343813,272.2608260655092,57947100
2019-09-11,274.9068908691406,274.9892909139004,272.6179075979571,273.2771358977256,68821100
2019-09-12,275.8591613769531,276.9303900777647,275.0534346615115,275.8225298148799,72908700
2019-09-13,275.6759338378906,276.6647900716575,275.3005372993018,276.3076953367736,62104800
2019-09-16,274.82440185546875,275.7216930663011,274.1743386405709,274.5314053856033,58191200
2019-09-17,275.52032470703125,275.6118616758972,274.4490683427603,274.6230332903059,41475500
2019-09-18,275.68511962890625,275.7949863428423,273.0665085327858,275.1265932441484,73375800
2019-09-19,275.66680908203125,277.085995413716,275.32804404323804,276.07883722967597,76560500
2019-09-20,274.3643493652344,276.56273617184394,273.564109170602,276.27756568856665,89565000
2019-09-23,274.29998779296875,275.0266547070149,273.43535325492064,273.6929021766332,43476800
2019-09-24,272.14752197265625,275.7992136354585,271.17251364592784,275.4036972157083,94869400
2019-09-25,273.75726318359375,274.20796672418203,270.7310426678861,272.230356165015,71854000
2019-09-26,273.18701171875,273.9780448107206,271.761299485209,273.76650381068185,56179700
2019-09-27,271.71533203125,274.0608942731328,270.1424447408394,273.9504920866858,84746600
2019-09-30,272.97540283203125,273.69286244341146,272.1935770526126,272.2395568970291,51662400
2019-10-01,269.7283935546875,274.52986194407197,269.5076454216138,273.8675894741321,88242400
2019-10-02,264.9637145996094,268.13710923106305,263.6575841068934,268.12790203567056,122539500
2019-10-03,267.1345520019531,267.1621455220191,261.98354638076825,264.7338034733247,85278800
2019-10-04,270.7494812011719,271.00703011457307,267.7416467413612,267.79686185990727,65091200
2019-10-07,269.58123779296875,271.58646973581347,269.29609541072733,269.93998160523944,59610500
2019-10-08,265.39605712890625,268.44987079547315,265.35925641453116,267.704817736019,95708100
2019-10-09,267.91644287109375,268.8638580512338,266.8034665303224,267.4381457168048,62359400
2019-10-10,269.7283935546875,270.62062135348543,267.66800279074954,267.83356389055484,55296300
2019-10-11,272.5247497558594,274.7875030920915,272.3959893252214,272.51554255698227,98720400
2019-10-14,272.2212219238281,272.88349461854705,271.8716852140142,272.20280752600945,40394800
2019-10-15,274.91632080078125,275.6705813499013,273.15945794303,273.2790392582236,46754500
2019-10-16,274.4747619628906,275.1738353669664,274.0332655567188,274.4471684375049,48928200
2019-10-17,275.2840576171875,276.16707801317,274.5849845987322,275.6519804429542,45736600
2019-10-18,274.0792541503906,275.39459235360914,273.21461956642344,274.741526851499,64304000
2019-10-21,275.9372253417969,276.13958718182096,274.97142405619996,275.4129484537223,39048600
2019-10-22,275.03582763671875,276.77427562399055,274.9438398752699,276.4799260156437,48594700
2019-10-23,275.8360595703125,275.89124661138516,274.56670148419556,274.7782705221226,34352200
2019-10-24,276.2868347167969,276.930721123854,275.4497936159146,276.7835462859344,35453100
2019-10-25,277.418212890625,277.9701114900688,275.6521429865506,275.7073300394221,45205400
2019-10-28,278.9818115234375,279.48773012160166,278.6230957843297,278.6506893027226,42147000
2019-10-29,278.89910888671875,279.837344915642,278.5771657017103,278.7059542040051,44284900
2019-10-30,279.75457763671875,280.1316798211298,277.776938579392,279.10148403671076,49643900
2019-10-31,279.0093994140625,279.74527334089817,277.5377077018314,279.74527334089817,69053800
2019-11-01,281.59417724609375,281.640157094398,280.3064046448704,280.4719938543616,71141500
2019-11-04,282.7255554199219,283.30504750841453,282.34842520247867,283.167079885137,60606900
2019-11-05,282.412841796875,283.2314965443115,282.11849213010714,282.9279396783542,42933200
2019-11-06,282.4771423339844,282.7530775108281,281.52052026972615,282.41274810248086,46487100
2019-11-07,283.47052001953125,284.8226584463124,282.9922230514828,283.82926379860623,54272300
2019-11-08,284.16961669921875,284.22480373583994,282.4127545115237,283.1210068619756,49032100
2019-11-11,283.62689208984375,283.8016603754894,282.63346940609824,282.7714650521365,35797300
2019-11-12,284.2248840332031,285.13549846543367,283.4430300325583,283.9949286254093,46484600
2019-11-13,284.3167419433594,284.7214655218696,282.99219715381963,283.222152456577,53917700
2019-11-14,284.73077392578125,284.8135825746023,283.38784220773044,284.03172857608917,51219900
2019-11-15,286.7911071777344,286.83708701704285,285.38378163211183,286.08282677148827,62023600
2019-11-18,287.0027160644531,287.2418786552011,286.0921016931076,286.552012477945,49228000
2019-11-19,286.91986083984375,287.61893403354173,286.266795555095,287.60972683760804,67804700
2019-11-20,285.8529357910156,286.84635879436337,284.2800487848957,286.32205376874794,79406200
2019-11-21,285.39300537109375,286.07369236601795,284.58358603427,285.96331827784763,54664700
2019-11-22,286.0277099609375,286.28525887988167,285.006721483571,286.14729125736284,44850200
2019-11-25,288.2444763183594,288.2444763183594,286.9659389531577,286.9659389531577,48647200
2019-11-26,288.89752197265625,289.0814974994201,287.9593141558989,288.2812572923735,37569000
2019-11-27,290.1853332519531,290.1853332519531,289.16431666236167,289.38506486736395,44444600
2019-11-29,289.10906982421875,289.863330129635,288.87911446798614,289.6149603796416,36592700
2019-12-02,286.6531982421875,289.43104918793944,286.22088099549416,289.3666549431557,75767800
2019-12-03,284.73077392578125,284.8135825746023,282.50482130401343,283.90294007412604,73941700
2019-12-04,286.4876403808594,287.0947260322687,285.439058307137,285.788595021954,49080000
2019-12-05,287.0027160644531,287.2142851309399,285.67817075846335,287.19589880500797,40709000
2019-12-06,289.62420654296875,290.028930270048,288.92513318333624,288.9343403814554,48927000
2019-12-09,288.7135925292969,289.90934931569166,288.6399910857097,289.2286903515032,34838500
2019-12-10,288.3916320800781,289.3298398991125,287.7293594811349,288.6583881733158,52649800
2019-12-11,289.2103271484375,289.46787608013176,288.3088918521434,288.8515832414018,53429100
2019-12-12,291.70294189453125,292.4939747617293,288.98027862667675,289.21941308358447,96389600
2019-12-13,291.8778381347656,293.1196030845574,290.68205304318667,291.46390712792453,81503900
2019-12-16,293.8829040527344,294.48078228095153,291.81330613687004,293.6253552127,82749700
2019-12-17,293.9473876953125,294.5728596298394,293.8646071219834,294.2693308609659,61097700
2019-12-18,293.9657897949219,294.5728754359705,293.91060274307455,294.3429200296973,48133000
2019-12-19,295.1706848144531,295.24428624684725,293.9013267775114,294.1588756494473,85310500
2019-12-20,296.46478271484375,297.610959944321,295.2261654681142,296.2151918473892,147142100
2019-12-23,296.9176330566406,297.31509400875905,296.76973470518874,297.2596356530554,52990000
2019-12-24,296.92694091796875,297.1949802843039,296.6218916959578,297.14877438217206,20270000
2019-12-26,298.507568359375,298.51682082352926,297.30593278607256,297.3151570414947,30911200
2019-12-27,298.43359375,299.3024790855958,297.897486815288,299.247020720237,42528800
2019-12-30,296.788330078125,298.6555228290813,296.29842893439377,298.51687688439085,49729100
2019-12-31,297.50927734375,297.7588682194941,295.9286573685499,296.2799125205352,57077300
2020-01-02,300.2916259765625,300.3101309098611,298.12866443611335,299.06226088801816,59151200
2020-01-03,298.0177001953125,299.15465327119983,296.8068120242286,296.8622703978099,77709700
2020-01-06,299.1546630859375,299.2378506490387,296.1227881174342,296.2429573337146,55653900
2020-01-07,298.3135070800781,299.06222335747646,297.8605594022021,298.58154649187225,40496400
2020-01-08,299.90338134765625,301.13274628882607,298.258050379491,298.50761307044644,68296000
2020-01-09,301.9369201660156,302.0108834726726,300.8924070771922,301.4840006955028,48473300
2020-01-10,301.0680847167969,302.68568676179603,300.59668844562674,302.52856407431966,53029300
2020-01-13,303.1385803222656,303.14780457892977,301.2621634138756,301.69660615664253,47086800
2020-01-14,302.67645263671875,303.7579193146549,302.1125881308691,302.69492936148396,62832800
2020-01-15,303.36041259765625,304.12760558690024,302.50077958099183,302.58396714304945,72056600
2020-01-16,305.8839111328125,305.8839111328125,304.52512440335147,304.756210389935,54050300
2020-01-17,306.8358154296875,307.0483963667769,305.8190320064673,306.6047295702612,95846000
2020-01-21,306.23504638671875,307.04847332918223,305.79137947899693,305.8653145607072,77742400
2020-01-22,306.2720947265625,307.7603030269026,306.11497206543896,307.1039985684286,48914900
2020-01-23,306.6233215332031,307.0392875200072,304.4880896462409,305.6157901924544,51963000
2020-01-24,303.8965759277344,307.3721184997809,302.5932474632169,307.28893092231056,87578400
2020-01-27,299.0252380371094,300.522670573542,298.2487925815049,298.5907952955376,84062500
2020-01-28,302.1588439941406,303.04620639529145,299.1177441314435,300.4672785636352,63834000
2020-01-29,301.9091491699219,303.7670891222673,301.70579241788045,303.5360031862535,53888900
2020-01-30,302.88897705078125,303.1015862851458,299.0622082933638,299.8201487893357,75491800
2020-01-31,297.38916015625,302.4175930100521,296.4648162964884,302.26044214204876,113845600
2020-02-03,299.5982971191406,301.4839663014634,298.7663933709413,298.8865625739974,69083000
2020-02-04,304.1646423339844,305.04278044043446,302.92602472665646,303.24955077686127,62573200
2020-02-05,307.6770935058594,307.8897027555807,305.65280633997725,307.13173399612566,65951100
2020-02-06,308.71240234375,308.90650667465707,307.6216550449297,308.64769149720144,50359700
2020-02-07,307.0670166015625,308.72157166610674,306.5124046889222,307.64010523475514,64139400
2020-02-10,309.3594055175781,309.424116359804,306.1334543767989,306.1704360307475,42070000
2020-02-11,309.8955078125,311.52233369965023,309.3593726178411,310.72741158108295,54864500
2020-02-12,311.8920593261719,312.1046403206261,310.9769398939677,311.346671727077,43992700
2020-02-13,311.5592956542969,312.53909775227004,310.17278005806327,310.4500718938172,54501900
2020-02-14,312.05841064453125,312.1785798281007,310.76433522287675,311.97522310407436,64582200
2020-02-18,311.2542724609375,312.12315781854016,309.8492519463127,311.0509157132277,57226200
2020-02-19,312.7424621582031,313.4264675089638,311.94754007042536,312.2340843772971,48814700
2020-02-20,311.4576110839844,313.01975414395577,308.4349892276144,312.18782227345343,74163400
2020-02-21,308.25018310546875,310.40389176527685,307.41825111166315,310.08961825574926,113788200
2020-02-24,298.0269470214844,308.3241225134516,296.9361998746412,298.69247570060276,161088400
2020-02-25,288.9960632324219,300.0512064094128,288.1087011448787,299.4319119035819,218913200
2020-02-26,287.93304443359375,294.0429423659753,287.19358080361235,290.41027862363364,194773800
2020-02-27,275.0015563964844,287.9885766095584,275.0015563964844,282.35007330737915,284353500
2020-02-28,273.8460998535156,275.35278474241954,263.93713331079226,266.85806306798787,384975800
2020-03-02,285.7054443359375,285.7701551771477,272.18228895982,275.64857848375703,238703600
2020-03-03,277.5250244140625,290.09610804273973,275.057041812052,286.0844585996066,300139100
2020-03-04,289.19012451171875,289.4119861571597,280.3811311516875,282.9600576883875,176613400
2020-03-05,279.57696533203125,285.13227955328045,277.31234037267336,281.9063293240585,186366800
2020-03-06,274.95538330078125,276.1755242616379,268.27239362772286,270.97146255583783,228667200
2020-03-09,253.4828338623047,262.6892910629479,252.76184676000258,254.4718603810971,309417300
2020-03-10,266.5992126464844,266.69162444613045,252.8079927334266,263.1051947162144,276444100
2020-03-11,253.60292053222656,260.6094614795346,250.3862225536958,259.46328433396445,255316300
2020-03-12,229.3389434814453,246.48552399413035,228.94146830849624,236.63201558510855,392220700
2020-03-13,248.94430541992188,250.94089162497488,229.71794951752298,243.18563277930045,329566100
2020-03-16,221.70388793945312,237.46394000044816,219.40226657286115,222.9332529028682,297240000
2020-03-17,233.67410278320312,236.78915081117006,219.13417954726967,226.50118625756502,262070500
2020-03-18,221.84249877929688,229.57925141082765,210.76886466445285,218.37620973587036,327597100
2020-03-19,222.3139190673828,228.6641704731452,214.65111528136347,221.14925097368283,289322000
2020-03-20,212.73348999023438,227.30312877588696,212.45455338465345,225.49935480540947,347158800
2020-03-23,207.29425048828125,213.55165994881338,202.9335841766095,212.1662981497669,326025200
2020-03-24,226.07579040527344,226.95909193104146,217.38236402828767,217.95882255053317,235494500
2020-03-25,229.46017456054688,238.34887454658877,222.91453603269866,227.6750004165883,299430300
2020-03-26,242.85836791992188,244.34599212112028,231.5615407539146,231.9985381660352,257632800
2020-03-27,235.6246337890625,242.49570123625926,233.42106171265166,235.48517258953171,224341200
2020-03-30,243.27674865722656,244.0019753776943,235.72694526604647,237.7445646486099,171369500
2020-03-31,239.6505889892578,244.8387444445269,238.22802794711876,242.26326627335234,194881100
2020-04-01,228.86512756347656,239.5668944478358,226.77312451742173,230.56662507674426,189554600
2020-04-02,234.14627075195312,234.9365744688214,227.41466500949954,227.97253814036205,177660400
2020-04-03,230.76190185546875,235.5316736901144,228.00045649723228,233.15142702142313,135561200
2020-04-06,246.2613067626953,248.25104788238923,230.74330373936812,239.73426695457957,188061200
2020-04-07,246.51239013671875,255.71719952387195,246.28925218478682,254.95477368862134,201427200
2020-04-08,254.78744506835938,256.6191116013682,246.62398316037292,249.14367736200134,153774500
2020-04-09,258.66461181640625,261.4539497078501,256.1263041203319,258.08812481750016,189999200
2020-04-13,256.3028869628906,258.0229838174609,252.35132614477686,257.6789701214676,114839100
2020-04-14,263.862060546875,264.89410189160674,256.16348951390273,261.24938313182474,134143400
2020-04-15,258.25543212890625,264.00145971719763,256.11692333782474,258.0787718434594,121775000
2020-04-16,259.5013427734375,260.3660304941722,256.3958841006078,259.5478203768556,131798300
